screen_time,motion_activity,touch_frequency,battery_consumption,cpu_usage,temperature,device_activity,usage_level
52.114977801363985,9.540107823744032,23.799827698352424,45.45236084528497,92.28838464135978,52.15274108660642,10.0,2
19.200307350182864,3.759155160302647,2.2680885775989315,8.154312992435434,11.616848789507406,32.324519195011334,3.734476745001218,0
56.16347265759348,7.1780184045154245,10.478257823747676,19.452494103174267,62.26372389606732,39.247498984566306,3.6442874319480443,1
20.232182740780743,3.4477169258102776,6.501158335043531,7.3559436910158835,32.425965530754596,29.224070062185096,3.287563905167328,0
44.87549528903765,6.870851530553422,18.588307309783897,25.23343819866283,80.06147240774946,38.634338257351885,7.8112547924278815,1
43.19354600739167,5.234087251053631,22.774447020690353,23.324155611268854,69.59204181599529,44.04607959593653,5.757534308282084,1
21.219003568855996,4.085786324939347,1.7210316749491317,7.301121345566088,32.86146514215953,32.48913032071051,2.570365021472491,0
60.0,8.543339596999047,23.32815607115634,36.64394462433056,96.51316043747578,55.121927328399,8.95846531297915,2
26.781200142854114,1.8803301053738561,3.8344826847768356,8.643186422678477,19.936957800921665,29.590246672270567,2.727066679774487,0
46.95965674537603,4.573963959877117,19.28075141968749,22.459380361111013,48.923586894768036,41.11624443600216,4.62655155546231,1
15.803912383886807,2.9744459290085548,4.047558252910682,6.888906441026267,36.69756750974109,31.418705028910633,3.0745095938267726,0
39.99267185852318,8.458440791399749,20.121476755995197,21.127977475515504,40.41830569450981,40.16408459612388,6.339814126396494,1
38.27605611594647,5.326956476070774,15.462901132730746,13.736806111333536,63.12942483526337,43.844150194370904,5.895222197724536,1
20.909331275292477,3.428816500330573,7.192938467621767,8.142507499821784,23.493909319309548,34.50292238807393,4.594177956204012,0
30.765912287557782,4.471170327493608,7.234797631804922,4.634682611754629,32.95557900407126,30.863263259275193,2.8283263460752166,0
22.310517371316354,3.141716913639905,9.437560466896269,10.710885602210992,24.189754250387736,31.56671742104806,3.0845269837843245,0
20.93383382238539,3.97519762978243,5.482643869833562,3.6458699071142906,26.109161469680675,29.232250517338436,2.04538189804994,0
20.498256825438204,2.9358616534070077,6.430762630882488,8.145361048658682,19.118391721894028,30.299195915037576,2.183845010971956,0
30.015953352555037,5.435366168117707,23.113123789837946,21.528075621570487,72.73547615107017,37.91870017750975,7.549461352371047,1
60.0,5.630975688418749,29.5277200594825,50.0,81.64292235974631,50.42599365830391,10.0,2
12.962441526410894,4.615375689469442,2.982890631847584,7.870622789934963,31.58226224667202,27.36206300339498,3.936056167936016,0
52.145506777658014,7.316321330177131,19.825423892530786,22.594191614370555,62.321012658415015,46.80697483497836,5.74077997215989,1
56.51481153749366,7.865802310714547,20.908396199111976,38.14467985549574,96.58273209733848,53.10195816354759,8.544295938762899,2
39.78489133974895,9.910288744724655,12.70061687626904,23.335860598704762,69.47696266395012,33.34717275954395,5.479875163487636,1
56.42517371049681,6.778702615394774,22.11558455946848,39.1023508301204,97.59769169738345,53.79578527433318,8.98293409469513,2
18.827064333124266,3.346488475897993,6.6357793160500576,9.159714570590264,25.57823172307431,30.13614453849724,2.2819352163817355,0
39.20557972633867,6.598566210969789,19.724038768520305,20.771806636299594,47.4004111785075,42.41456781454024,6.085059973258899,1
19.551321528563868,3.5556044660034485,7.4461661341906495,6.7835469851104815,19.75449824430845,32.7361587009772,3.195076925422602,0
21.357894185976868,2.8398672044333595,4.174004355713132,8.514397940711854,24.08287331594886,30.594924106235634,3.8900577324754595,0
18.541531251033618,1.9772074348015944,9.437560466896269,8.068882023411682,31.417027668944954,34.50292238807393,2.4128847293798525,0
20.278624561443472,3.0678555105274032,4.113911957743035,4.914396969580708,33.768559259819185,28.3782121275995,2.408981544266568,0
29.233184980238327,3.621571889856051,5.648114056443121,7.17555850995106,45.08859851045334,30.98576794370374,1.2058081334505637,0
21.634636868820813,3.293557932166629,4.400646703986426,8.641571451865367,31.471354155141753,29.311872086591546,5.14300705458491,0
23.731267830136105,1.8732325310901947,2.7398613219192844,5.1863699810049235,15.77206059212173,24.200972240263035,2.642009565586664,0
47.74341101857074,5.420830835870787,16.712989184039166,21.61940750769072,65.45960936048934,36.734095470822886,9.202981685963938,1
19.68660451363414,3.3088330125989636,3.1676161690375153,7.044708834791989,21.040276157055416,29.116302145518354,2.7271554536598694,0
44.609361312530375,5.602402504667131,22.59236346558973,17.69958780753298,66.936617645168,35.981446229304886,7.304358777980132,1
29.502125987672983,7.8138459708359065,20.042141513804946,21.5213643901074,60.61150009521828,39.22370676438286,4.779279537106606,1
49.469790695555886,5.658343531314548,26.857319770226386,17.893498068463284,53.9054444455378,41.16594173809993,6.639234839469277,1
12.403150170229933,4.227668992473292,2.495213111173762,8.735239680419422,26.870784206316788,28.364635206789732,2.6136775245528243,0
22.934285469001352,4.6334315323010955,5.044931785624093,7.7212055986735315,27.46141322720891,31.37832891414867,4.530334564354411,0
58.929964063515655,8.085045860200182,24.08310383564296,39.817763398709815,96.95211635290262,56.21869707778766,7.321450029383039,2
24.58930973527388,3.8335289616089248,8.022309860494694,8.59631693198105,26.685347721624886,28.92285265340675,2.642172066558733,0
21.24110293150168,3.693105607263144,3.748645425007575,5.412984749591809,34.54490356680822,28.552070539064424,3.1035381539491755,0
54.41226603030212,4.873919498260781,20.134780992024773,18.300296737122906,51.30536225343942,44.42344602213477,4.361451194253548,1
17.77248739299614,3.1686546719667277,4.895191098845061,13.736806111333536,24.498814223025427,28.80621043053606,3.7492825568794514,0
15.68004615160092,3.9553052085705107,7.4893591614735735,7.877992056289233,27.12493594538027,24.936461367498374,3.491412756355527,0
25.543517902914537,2.9855477291217207,5.765977969481857,9.699223977032426,30.087742005693904,29.298443588796893,2.9032398968131106,0
21.80697802754207,2.953079421120816,6.930794969182341,5.461339006906602,147.98499882123346,27.64215301740335,3.5764513451224227,0
41.996740428128305,5.038252605904725,19.220603343499892,16.62028885173931,76.54997560541618,39.42158173807776,7.610049873667458,1
45.703788377033355,2.9330564942980977,18.089402219865462,20.807389895200398,83.95507345991355,34.997004201427416,7.404570201924933,1
16.73335383713144,2.230026768941358,2.3393727485220204,6.533687605780007,42.5697851372224,26.88242600995232,3.642301235011176,0
41.33579853588355,6.700878322774185,25.476266014713044,23.44302301865534,59.418667403425495,37.92112898640635,8.23674960642027,1
24.770008817466014,2.2815927344308027,6.764666124646818,11.334448223102275,31.382750239166132,29.649410940191974,2.5234485767807584,0
30.8162736165273,3.142943094763707,7.514298433725146,6.526459728104756,18.411720234993204,28.19724864020565,2.1094311894089857,0
58.95336159345364,8.102814243155068,22.826403192897253,34.163952571928206,95.62565885308226,51.81070734113696,8.207044625900357,2
50.59162457373937,6.617348578746423,19.00877941693715,22.124253705595727,56.71706239651601,45.03453976637461,3.9219592223332587,1
53.2532301966014,7.387922839075247,12.948540985087288,21.79396322498429,50.12625553596023,34.26144593995651,5.503141036682408,1
50.838183496273565,7.928373351542519,11.52330777393654,18.62680675486019,70.25937280254651,39.461108881823456,3.8554136354544433,1
27.66369456501289,3.5792914996010885,2.294659428312931,4.625311305778579,18.40310199652191,30.22820298445304,4.124776719985812,0
